event_id,is_anomalous,anomaly_type,severity,generation_reason
EVT_002283,False,NORMAL,none,Standard event within normal baseline
EVT_002284,False,NORMAL,none,Standard event within normal baseline
EVT_002285,False,NORMAL,none,Standard event within normal baseline
EVT_002286,False,NORMAL,none,Standard event within normal baseline
EVT_002287,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002288,False,NORMAL,none,Standard event within normal baseline
EVT_002289,False,NORMAL,none,Standard event within normal baseline
EVT_002290,False,NORMAL,none,Standard event within normal baseline
EVT_002291,False,NORMAL,none,Standard event within normal baseline
EVT_002292,False,NORMAL,none,Standard event within normal baseline
EVT_002293,False,NORMAL,none,Standard event within normal baseline
EVT_002294,False,NORMAL,none,Standard event within normal baseline
EVT_002295,False,NORMAL,none,Standard event within normal baseline
EVT_002296,False,NORMAL,none,Standard event within normal baseline
EVT_002297,False,NORMAL,none,Standard event within normal baseline
EVT_002298,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002299,False,NORMAL,none,Standard event within normal baseline
EVT_002300,False,NORMAL,none,Standard event within normal baseline
EVT_002301,True,SHARED_INFRASTRUCTURE,high,Event originated from high-fanout shared device/IP cluster
EVT_002302,False,NORMAL,none,Standard event within normal baseline
EVT_002303,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002304,False,NORMAL,none,Standard event within normal baseline
EVT_002305,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002306,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002307,False,NORMAL,none,Standard event within normal baseline
EVT_002308,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002309,False,NORMAL,none,Standard event within normal baseline
EVT_002310,False,NORMAL,none,Standard event within normal baseline
EVT_002311,False,NORMAL,none,Standard event within normal baseline
EVT_002312,False,NORMAL,none,Standard event within normal baseline
EVT_002313,False,NORMAL,none,Standard event within normal baseline
EVT_002314,False,NORMAL,none,Standard event within normal baseline
EVT_002315,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002316,False,NORMAL,none,Standard event within normal baseline
EVT_002317,False,NORMAL,none,Standard event within normal baseline
EVT_002318,False,NORMAL,none,Standard event within normal baseline
EVT_002319,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002320,False,NORMAL,none,Standard event within normal baseline
EVT_002321,False,NORMAL,none,Standard event within normal baseline
EVT_002322,False,NORMAL,none,Standard event within normal baseline
EVT_002323,False,NORMAL,none,Standard event within normal baseline
EVT_002324,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002325,False,NORMAL,none,Standard event within normal baseline
EVT_002326,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002327,False,NORMAL,none,Standard event within normal baseline
EVT_002328,False,NORMAL,none,Standard event within normal baseline
EVT_002329,False,NORMAL,none,Standard event within normal baseline
EVT_002330,False,NORMAL,none,Standard event within normal baseline
EVT_002331,False,NORMAL,none,Standard event within normal baseline
EVT_002332,False,NORMAL,none,Standard event within normal baseline
EVT_002333,False,NORMAL,none,Standard event within normal baseline
EVT_002334,False,NORMAL,none,Standard event within normal baseline
EVT_002335,False,NORMAL,none,Standard event within normal baseline
EVT_002336,False,NORMAL,none,Standard event within normal baseline
EVT_002337,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002338,False,NORMAL,none,Standard event within normal baseline
EVT_002339,False,NORMAL,none,Standard event within normal baseline
EVT_002340,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002341,False,NORMAL,none,Standard event within normal baseline
EVT_002342,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002343,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002344,False,NORMAL,none,Standard event within normal baseline
EVT_002345,False,NORMAL,none,Standard event within normal baseline
EVT_002346,False,NORMAL,none,Standard event within normal baseline
EVT_002347,False,NORMAL,none,Standard event within normal baseline
EVT_002348,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002349,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002350,False,NORMAL,none,Standard event within normal baseline
EVT_002351,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002352,False,NORMAL,none,Standard event within normal baseline
EVT_002353,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002354,False,NORMAL,none,Standard event within normal baseline
EVT_002355,False,NORMAL,none,Standard event within normal baseline
EVT_002356,False,NORMAL,none,Standard event within normal baseline
EVT_002357,False,NORMAL,none,Standard event within normal baseline
EVT_002358,False,NORMAL,none,Standard event within normal baseline
EVT_002359,False,NORMAL,none,Standard event within normal baseline
EVT_002360,False,NORMAL,none,Standard event within normal baseline
EVT_002361,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002362,False,NORMAL,none,Standard event within normal baseline
EVT_002363,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002364,False,NORMAL,none,Standard event within normal baseline
EVT_002365,False,NORMAL,none,Standard event within normal baseline
EVT_002366,False,NORMAL,none,Standard event within normal baseline
EVT_002367,False,NORMAL,none,Standard event within normal baseline
EVT_002368,False,NORMAL,none,Standard event within normal baseline
EVT_002369,False,NORMAL,none,Standard event within normal baseline
EVT_002370,False,NORMAL,none,Standard event within normal baseline
EVT_002371,False,NORMAL,none,Standard event within normal baseline
EVT_002372,False,NORMAL,none,Standard event within normal baseline
EVT_002373,False,NORMAL,none,Standard event within normal baseline
EVT_002374,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002375,False,NORMAL,none,Standard event within normal baseline
EVT_002376,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002377,False,NORMAL,none,Standard event within normal baseline
EVT_002378,False,NORMAL,none,Standard event within normal baseline
EVT_002379,True,LOCATION_ANOMALY,medium,Event recorded with rapid impossible geographical transit
EVT_002380,False,NORMAL,none,Standard event within normal baseline
EVT_002381,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002382,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002383,False,NORMAL,none,Standard event within normal baseline
EVT_002384,False,NORMAL,none,Standard event within normal baseline
EVT_002385,False,NORMAL,none,Standard event within normal baseline
EVT_002386,False,NORMAL,none,Standard event within normal baseline
EVT_002387,False,NORMAL,none,Standard event within normal baseline
EVT_002388,False,NORMAL,none,Standard event within normal baseline
EVT_002389,False,NORMAL,none,Standard event within normal baseline
EVT_002390,False,NORMAL,none,Standard event within normal baseline
EVT_002391,False,NORMAL,none,Standard event within normal baseline
EVT_002392,False,NORMAL,none,Standard event within normal baseline
EVT_002393,False,NORMAL,none,Standard event within normal baseline
EVT_002394,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002395,False,NORMAL,none,Standard event within normal baseline
EVT_002396,False,NORMAL,none,Standard event within normal baseline
EVT_002397,True,COMMUNICATION_ANOMALY,medium,High-frequency short duration ping call
EVT_002398,False,NORMAL,none,Standard event within normal baseline
EVT_002399,False,NORMAL,none,Standard event within normal baseline
EVT_002400,False,NORMAL,none,Standard event within normal baseline
EVT_002401,False,NORMAL,none,Standard event within normal baseline
EVT_002402,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002403,False,NORMAL,none,Standard event within normal baseline
EVT_002404,False,NORMAL,none,Standard event within normal baseline
EVT_002405,False,NORMAL,none,Standard event within normal baseline
EVT_002406,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002407,False,NORMAL,none,Standard event within normal baseline
EVT_002408,False,NORMAL,none,Standard event within normal baseline
EVT_002409,False,NORMAL,none,Standard event within normal baseline
EVT_002410,False,NORMAL,none,Standard event within normal baseline
EVT_002411,False,NORMAL,none,Standard event within normal baseline
EVT_002412,False,NORMAL,none,Standard event within normal baseline
EVT_002413,False,NORMAL,none,Standard event within normal baseline
EVT_002414,False,NORMAL,none,Standard event within normal baseline
EVT_002415,False,NORMAL,none,Standard event within normal baseline
EVT_002416,False,NORMAL,none,Standard event within normal baseline
EVT_002417,False,NORMAL,none,Standard event within normal baseline
EVT_002418,False,NORMAL,none,Standard event within normal baseline
EVT_002419,False,NORMAL,none,Standard event within normal baseline
EVT_002420,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002421,False,NORMAL,none,Standard event within normal baseline
EVT_002422,False,NORMAL,none,Standard event within normal baseline
EVT_002423,False,NORMAL,none,Standard event within normal baseline
EVT_002424,False,NORMAL,none,Standard event within normal baseline
EVT_002425,False,NORMAL,none,Standard event within normal baseline
EVT_002426,False,NORMAL,none,Standard event within normal baseline
EVT_002427,False,NORMAL,none,Standard event within normal baseline
EVT_002428,False,NORMAL,none,Standard event within normal baseline
EVT_002429,False,NORMAL,none,Standard event within normal baseline
EVT_002430,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002431,False,NORMAL,none,Standard event within normal baseline
EVT_002432,False,NORMAL,none,Standard event within normal baseline
EVT_002433,False,NORMAL,none,Standard event within normal baseline
EVT_002434,False,NORMAL,none,Standard event within normal baseline
EVT_002435,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002436,False,NORMAL,none,Standard event within normal baseline
EVT_002437,False,NORMAL,none,Standard event within normal baseline
EVT_002438,False,NORMAL,none,Standard event within normal baseline
EVT_002439,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002440,False,NORMAL,none,Standard event within normal baseline
EVT_002441,False,NORMAL,none,Standard event within normal baseline
EVT_002442,False,NORMAL,none,Standard event within normal baseline
EVT_002443,False,NORMAL,none,Standard event within normal baseline
EVT_002444,False,NORMAL,none,Standard event within normal baseline
EVT_002445,True,BURST_ACTIVITY,high,Event occurred during sudden concentrated activity surge
EVT_002446,False,NORMAL,none,Standard event within normal baseline
EVT_002447,False,NORMAL,none,Standard event within normal baseline
EVT_002448,False,NORMAL,none,Standard event within normal baseline
EVT_002449,False,NORMAL,none,Standard event within normal baseline
EVT_002450,True,TRANSACTION_ANOMALY,high,Unusually high-value cross-account mule transfer
EVT_002451,True,HIGH_ACTIVITY,medium,Elevated transactional volume from network hub
EVT_002452,False,NORMAL,none,Standard event within normal baseline
